uid,sex,birth_year,membership_level,reg_date,is_88vip,family_account,bindkeep_phone,bindkeep_alipay,bindkeep_bank,default_payment,lifetime_order_count,lifetime_order_amount,avg_monthly_spend_6m,last_618_order_amount,last_double11_order_amount,coupon_used_count_90d,coupon_total_count_90d,category_preference_1,category_preference_2,city_tier,province
sim_u_00007520,M,1985,L3,2023-02-03,0,1,1,1,1,credit_card,24,2027.31,337.88,176.42,260.32,1,8,数码,食品,1,上海
sim_u_00007521,F,2000,L3,2019-06-18,0,0,1,1,1,debit_card,33,3283.29,547.22,434.95,288.26,3,10,美妆,母婴,4,其他
sim_u_00007522,M,1999,L2,2018-11-06,0,0,1,1,1,alipay_balance,12,1169.37,194.89,284.08,103.66,1,5,服饰,运动,5,广东
sim_u_00007523,F,1983,L3,2015-07-29,0,0,1,1,1,credit_card,34,4011.41,668.57,297.78,549.75,0,6,数码,运动,4,江苏
sim_u_00007524,Unknown,2001,L1,2022-06-25,0,0,1,1,0,credit_card,8,702.59,117.1,2.06,381.67,1,5,家居,家电,5,其他
sim_u_00007525,Unknown,1975,L5,2017-06-11,0,1,1,1,1,alipay_balance,100,10227.73,1704.62,202.84,448.12,2,2,美妆,母婴,3,其他
sim_u_00007526,M,1990,L3,2023-12-01,0,0,1,1,1,credit_card,39,2623.32,437.22,82.55,262.8,3,10,家居,食品,1,其他
sim_u_00007527,M,1999,L3,2022-01-06,0,0,1,1,1,alipay_balance,37,3815.12,635.85,25.71,477.06,5,7,家居,母婴,3,北京
sim_u_00007528,Unknown,1999,L3,2022-07-11,0,0,1,1,1,debit_card,35,2925.85,487.64,43.81,713.18,0,2,美妆,运动,3,上海
sim_u_00007529,M,1984,L4,2016-04-26,1,1,1,1,1,debit_card,71,8214.12,1369.02,309.58,56.95,5,8,数码,母婴,3,江苏
sim_u_00007530,F,1976,L4,2024-07-27,0,0,1,1,1,credit_card,71,4738.04,789.67,132.08,529.8,5,1,家居,食品,3,江苏
sim_u_00007531,Unknown,1990,L2,2020-07-26,0,0,1,1,1,debit_card,18,2042.15,340.36,85.89,71.86,4,12,服饰,服饰,5,江苏
sim_u_00007532,M,1994,L4,2015-07-11,0,0,1,1,0,credit_card,44,3156.09,526.01,417.22,721.86,5,1,图书,母婴,2,广东
sim_u_00007533,F,1996,L3,2017-11-01,0,0,1,1,1,alipay_balance,36,3716.71,619.45,393.05,647.69,4,2,数码,家电,1,江苏
sim_u_00007534,F,1983,L1,2024-03-11,0,0,1,1,1,alipay_balance,0,0.0,0.0,376.95,226.89,2,4,图书,家电,1,浙江
sim_u_00007535,M,1991,L5,2015-06-16,1,0,1,1,1,alipay_balance,91,4455.26,742.54,75.91,200.55,3,12,美妆,家电,2,广东
sim_u_00007536,Unknown,1983,L3,2016-11-05,0,0,1,1,0,debit_card,33,2176.35,362.72,445.82,186.76,2,9,图书,服饰,1,上海
sim_u_00007537,M,1987,L2,2016-05-28,0,0,1,1,1,credit_card,20,1851.87,308.64,345.19,117.36,2,2,家居,家电,2,北京
sim_u_00007538,F,1981,L1,2015-10-01,0,1,1,1,1,credit_card,9,1009.07,168.18,74.66,704.22,0,7,图书,服饰,4,其他
sim_u_00007539,F,1987,L4,2021-12-08,0,0,1,1,1,debit_card,56,6367.05,1061.17,186.81,80.93,2,6,数码,母婴,3,上海
sim_u_00007540,M,1994,L1,2015-06-01,0,0,1,1,1,credit_card,3,324.62,54.1,48.25,90.69,1,2,图书,服饰,2,浙江
sim_u_00007541,M,1995,L4,2018-04-14,1,0,1,1,1,debit_card,62,6698.01,1116.34,187.06,189.88,6,12,服饰,母婴,3,浙江
sim_u_00007542,M,1995,L1,2017-03-18,0,0,1,1,1,alipay_balance,6,414.26,69.04,73.81,687.05,6,8,服饰,运动,1,广东
sim_u_00007543,Unknown,1994,L1,2017-07-11,0,0,1,1,1,credit_card,6,551.07,91.85,153.03,696.67,2,3,美妆,运动,1,上海
sim_u_00007544,Unknown,1991,L5,2022-03-16,1,1,1,1,1,alipay_balance,97,10571.09,1761.85,71.68,542.33,6,11,美妆,食品,3,江苏
sim_u_00007545,F,1976,L1,2016-03-13,0,0,1,1,1,credit_card,3,150.52,25.09,113.75,557.44,2,5,美妆,服饰,3,上海
sim_u_00007546,Unknown,1971,L2,2019-11-04,0,0,1,1,1,credit_card,20,1282.05,213.67,283.27,145.29,5,4,图书,母婴,4,浙江
sim_u_00007547,M,1970,L1,2018-06-11,0,0,1,1,1,debit_card,10,735.16,122.53,89.18,596.12,0,7,图书,运动,3,浙江
sim_u_00007548,F,1974,L1,2023-12-19,0,0,1,1,0,alipay_balance,8,379.21,63.2,263.71,487.67,1,12,服饰,服饰,2,其他
sim_u_00007549,F,1989,L2,2020-10-26,0,0,1,1,1,credit_card,14,1360.8,226.8,11.08,275.6,6,2,图书,母婴,4,江苏
sim_u_00007550,F,1993,L3,2023-04-08,0,0,1,1,1,alipay_balance,35,2952.38,492.06,28.78,422.58,5,7,美妆,家电,2,江苏
sim_u_00007551,F,1994,L3,2016-04-14,0,0,1,1,1,debit_card,39,4101.54,683.59,62.65,790.79,2,12,数码,家电,3,广东
sim_u_00007552,F,1971,L3,2016-02-29,0,0,1,1,1,debit_card,37,1903.73,317.29,88.81,761.81,0,7,家居,服饰,2,江苏
sim_u_00007553,F,1978,L5,2023-10-30,0,0,1,1,0,debit_card,103,10841.4,1806.9,69.68,650.55,6,11,图书,母婴,3,江苏
sim_u_00007554,Unknown,1984,L3,2019-02-04,0,0,1,1,1,alipay_balance,33,1801.25,300.21,80.78,416.99,1,10,美妆,母婴,3,江苏
sim_u_00007555,Unknown,1996,L1,2015-05-18,0,0,1,1,1,credit_card,0,0.0,0.0,77.28,298.9,1,9,家居,家电,5,其他
sim_u_00007556,Unknown,1978,L3,2021-02-13,0,0,1,1,1,alipay_balance,25,2208.75,368.12,218.71,570.93,1,12,图书,家电,2,广东
sim_u_00007557,M,1993,L1,2020-09-30,0,0,1,1,1,credit_card,7,322.78,53.8,202.32,627.83,0,4,美妆,母婴,3,广东
sim_u_00007558,F,2004,L1,2023-08-08,0,0,1,1,1,alipay_balance,4,468.74,78.12,140.5,799.86,5,4,服饰,母婴,1,其他
sim_u_00007559,F,2005,L2,2021-04-12,0,0,1,1,1,credit_card,10,842.2,140.37,207.43,513.84,3,9,图书,家电,3,其他
sim_u_00007560,F,1985,L2,2023-02-03,0,0,1,1,1,debit_card,26,1984.07,330.68,70.77,774.99,6,9,美妆,服饰,4,上海
sim_u_00007561,Unknown,2003,L1,2016-12-26,0,0,1,1,1,credit_card,26,1429.73,238.29,35.58,535.26,1,12,家居,服饰,2,其他
sim_u_00007562,M,2003,L5,2019-05-31,0,0,1,1,0,credit_card,100,5276.43,879.41,470.02,520.08,1,12,美妆,运动,5,江苏
sim_u_00007563,Unknown,1979,L3,2018-09-06,0,0,1,1,1,credit_card,30,3046.31,507.72,5.78,672.18,5,5,美妆,家电,1,北京
sim_u_00007564,F,1983,L3,2017-03-23,0,0,1,1,1,credit_card,44,4531.23,755.2,398.15,100.08,5,6,数码,母婴,2,广东
sim_u_00007565,F,1981,L1,2021-04-05,0,0,1,1,1,debit_card,5,293.87,48.98,73.92,434.39,2,9,图书,运动,2,其他
sim_u_00007566,F,1971,L3,2021-11-11,0,0,1,1,0,credit_card,35,1908.9,318.15,435.2,182.84,1,8,家居,母婴,4,江苏
sim_u_00007567,M,2003,L2,2021-11-03,0,0,1,1,1,credit_card,24,2002.34,333.72,396.25,730.96,5,5,家居,运动,2,其他
sim_u_00007568,M,2005,L3,2020-12-15,0,0,1,1,1,alipay_balance,12,726.54,121.09,465.12,687.85,1,3,家居,家电,3,北京
sim_u_00007569,M,1990,L1,2018-12-27,0,0,1,1,1,credit_card,20,987.3,164.55,484.61,398.91,3,3,家居,家电,2,北京
sim_u_00007570,Unknown,1982,L1,2024-02-11,0,0,1,1,1,credit_card,0,0.0,0.0,92.74,177.83,0,3,图书,母婴,4,北京
sim_u_00007571,F,1993,L2,2020-06-14,0,0,1,1,0,debit_card,1,104.42,17.4,144.51,487.49,0,1,家居,家电,2,江苏
sim_u_00007572,F,1979,L5,2017-06-17,1,1,1,1,1,debit_card,107,12406.53,2067.76,496.41,376.92,2,1,服饰,食品,1,浙江
sim_u_00007573,F,1982,L2,2019-04-28,0,0,1,1,1,alipay_balance,27,2051.66,341.94,320.1,730.52,1,1,服饰,食品,3,北京
sim_u_00007574,F,1998,L1,2019-10-05,0,1,1,1,1,debit_card,17,899.74,149.96,82.62,61.29,5,4,服饰,食品,3,广东
sim_u_00007575,M,1993,L2,2020-03-19,0,1,1,1,1,credit_card,12,599.15,99.86,137.61,372.6,4,7,图书,食品,4,其他
sim_u_00007576,M,1992,L5,2021-04-10,1,0,1,1,1,alipay_balance,104,11478.75,1913.12,411.03,295.29,5,12,数码,家电,3,上海
sim_u_00007577,Unknown,1974,L1,2021-08-14,0,0,1,1,1,debit_card,14,1204.85,200.81,275.73,116.15,1,8,服饰,食品,4,广东
sim_u_00007578,F,2005,L2,2019-10-05,0,0,1,1,0,credit_card,30,1676.17,279.36,194.6,654.65,1,11,图书,服饰,2,浙江
sim_u_00007579,Unknown,1979,L1,2019-09-07,0,0,1,1,0,alipay_balance,12,1418.22,236.37,96.24,778.93,4,4,数码,食品,3,江苏
sim_u_00007580,F,2004,L2,2018-01-14,0,0,1,1,1,debit_card,14,1130.38,188.4,265.06,4.67,3,11,美妆,服饰,5,上海
sim_u_00007581,Unknown,1977,L1,2017-12-15,0,0,1,1,1,debit_card,25,2918.29,486.38,380.27,415.08,5,7,图书,服饰,3,江苏
sim_u_00007582,F,1982,L1,2022-09-10,0,0,1,1,1,debit_card,17,1441.11,240.18,491.03,70.35,1,9,美妆,母婴,2,浙江
sim_u_00007583,M,1986,L1,2021-02-08,0,0,1,1,1,alipay_balance,9,980.85,163.47,125.12,209.8,5,5,数码,运动,3,上海
sim_u_00007584,M,1986,L1,2019-01-01,0,1,1,1,1,debit_card,16,1381.53,230.25,259.47,472.75,0,8,数码,家电,3,上海
sim_u_00007585,M,1998,L1,2019-04-20,0,0,1,1,0,alipay_balance,15,846.68,141.11,479.82,531.35,2,8,美妆,运动,1,北京
sim_u_00007586,Unknown,1994,L1,2023-03-30,0,0,1,1,1,alipay_balance,14,1673.71,278.95,302.87,772.45,0,11,美妆,家电,2,广东
sim_u_00007587,M,1984,L5,2022-12-13,0,1,1,1,1,credit_card,102,4877.31,812.89,237.27,449.42,0,1,美妆,运动,3,北京
sim_u_00007588,Unknown,1992,L3,2023-02-13,0,0,1,1,1,credit_card,26,2957.81,492.97,205.12,798.14,4,3,服饰,家电,2,浙江
sim_u_00007589,M,1971,L3,2022-02-19,0,0,1,1,0,credit_card,39,3802.17,633.7,173.78,773.5,4,3,图书,家电,3,江苏
sim_u_00007590,Unknown,1982,L5,2024-03-04,1,0,1,1,1,credit_card,89,4623.72,770.62,481.26,536.61,4,5,美妆,母婴,5,上海
sim_u_00007591,M,1994,L1,2024-01-27,0,0,1,1,1,credit_card,16,1101.1,183.52,195.1,445.53,4,5,服饰,家电,2,浙江
sim_u_00007592,F,1987,L3,2015-01-07,0,0,1,1,1,alipay_balance,34,2021.41,336.9,178.51,747.41,0,5,图书,家电,1,上海
sim_u_00007593,F,1984,L3,2020-12-23,0,0,1,1,1,alipay_balance,27,1710.4,285.07,456.43,312.52,6,4,服饰,母婴,2,浙江
sim_u_00007594,M,1987,L1,2017-05-16,0,0,1,1,1,credit_card,16,1467.28,244.55,426.42,456.83,2,1,图书,食品,4,广东
sim_u_00007595,Unknown,1991,L3,2022-02-24,0,0,1,1,1,alipay_balance,26,1548.66,258.11,385.83,600.17,1,7,美妆,服饰,3,广东
sim_u_00007596,Unknown,1998,L4,2016-10-24,0,1,1,1,1,credit_card,60,5954.18,992.36,294.45,617.6,3,1,家居,食品,3,广东
sim_u_00007597,M,1979,L5,2019-06-16,1,0,1,1,1,debit_card,99,9639.25,1606.54,63.26,784.44,0,4,图书,食品,3,广东
sim_u_00007598,F,1988,L5,2015-08-05,0,0,1,1,1,debit_card,113,11523.36,1920.56,494.02,543.47,0,12,服饰,服饰,3,其他
sim_u_00007599,Unknown,1980,L4,2017-05-08,0,0,1,1,0,debit_card,54,3997.42,666.24,204.58,590.43,0,6,图书,家电,5,江苏
sim_u_00007600,M,1988,L2,2021-09-15,0,0,1,1,1,debit_card,13,1299.08,216.51,55.18,792.73,5,3,美妆,食品,2,江苏
sim_u_00007601,F,1979,L1,2019-07-29,0,0,1,1,1,debit_card,12,787.38,131.23,17.55,159.65,1,5,数码,家电,3,北京
sim_u_00007602,F,2000,L4,2017-12-11,1,1,1,1,1,credit_card,42,2276.09,379.35,348.79,162.02,1,6,图书,食品,1,广东
sim_u_00007603,M,1985,L1,2017-01-15,0,0,1,1,1,alipay_balance,7,610.05,101.67,259.98,720.72,2,9,服饰,服饰,3,其他
sim_u_00007604,M,1985,L2,2020-04-15,0,0,1,1,0,alipay_balance,15,1125.22,187.54,42.43,362.49,6,4,数码,家电,3,上海
sim_u_00007605,M,1975,L3,2017-04-26,0,0,1,1,1,credit_card,19,1982.99,330.5,48.34,207.77,1,12,家居,运动,1,上海
sim_u_00007606,M,1989,L3,2015-02-24,0,0,1,1,1,alipay_balance,17,1048.57,174.76,407.65,58.37,4,5,数码,运动,2,浙江
sim_u_00007607,Unknown,1972,L1,2016-04-09,0,0,1,1,1,debit_card,9,823.65,137.28,344.32,57.34,4,4,数码,母婴,5,其他
sim_u_00007608,M,2003,L2,2021-05-17,0,0,1,1,1,credit_card,19,1782.91,297.15,409.44,257.93,0,3,图书,食品,2,北京
sim_u_00007609,Unknown,2005,L2,2023-10-18,0,0,1,1,1,credit_card,19,898.2,149.7,394.4,357.94,5,6,图书,家电,3,其他
sim_u_00007610,Unknown,1990,L5,2024-06-26,1,0,1,1,1,alipay_balance,96,5800.7,966.78,25.2,58.06,0,12,数码,家电,3,江苏
sim_u_00007611,Unknown,1972,L2,2020-12-16,0,0,1,1,1,debit_card,12,1358.84,226.47,264.83,498.24,0,3,美妆,食品,3,上海
sim_u_00007612,Unknown,1994,L3,2020-03-28,0,0,1,1,1,alipay_balance,29,1771.29,295.21,442.45,653.5,3,12,服饰,母婴,5,浙江
sim_u_00007613,Unknown,2001,L2,2016-02-28,0,1,1,1,1,credit_card,25,2869.34,478.22,446.37,443.03,3,2,数码,食品,3,江苏
sim_u_00007614,M,1997,L2,2018-01-12,0,0,1,1,1,debit_card,25,1349.4,224.9,410.89,685.04,6,12,服饰,食品,5,江苏
sim_u_00007615,M,1991,L1,2021-08-04,0,0,1,1,1,alipay_balance,0,0.0,0.0,471.83,392.69,6,7,数码,食品,3,其他
sim_u_00007616,F,2005,L4,2020-04-13,0,0,1,1,1,alipay_balance,58,3655.8,609.3,208.62,743.0,4,9,服饰,母婴,2,其他
sim_u_00007617,M,1970,L2,2023-08-04,0,0,1,1,1,alipay_balance,13,1314.75,219.12,402.89,222.26,3,8,图书,服饰,4,广东
sim_u_00007618,M,1981,L2,2018-08-21,0,0,1,1,1,alipay_balance,16,1260.58,210.1,105.98,733.95,6,8,美妆,运动,2,浙江
sim_u_00007619,M,1977,L4,2019-12-07,0,1,1,1,0,alipay_balance,66,7025.5,1170.92,98.78,547.7,2,8,图书,服饰,4,上海
sim_u_00007620,Unknown,1980,L3,2020-10-05,0,0,1,1,0,debit_card,33,3450.78,575.13,38.45,497.75,4,10,美妆,家电,3,广东
sim_u_00007621,Unknown,1985,L4,2017-05-30,0,0,1,1,1,debit_card,57,5521.91,920.32,384.2,741.36,4,2,美妆,服饰,4,上海
sim_u_00007622,Unknown,2003,L1,2017-12-17,0,0,1,1,1,credit_card,4,246.85,41.14,474.95,207.46,4,8,数码,食品,3,江苏
sim_u_00007623,Unknown,1982,L1,2024-02-24,0,0,1,1,1,credit_card,13,987.67,164.61,284.84,660.73,6,1,数码,食品,3,浙江
sim_u_00007624,M,2000,L1,2016-04-11,0,0,1,1,1,credit_card,12,888.92,148.15,356.18,409.45,6,11,数码,食品,3,广东
sim_u_00007625,Unknown,1972,L4,2022-07-26,1,0,1,1,1,alipay_balance,38,2084.37,347.39,433.63,591.37,6,2,数码,食品,5,其他
sim_u_00007626,Unknown,2002,L4,2015-08-04,0,0,1,1,1,credit_card,79,8261.46,1376.91,313.27,371.43,2,7,图书,运动,3,浙江
sim_u_00007627,Unknown,2003,L4,2023-02-13,0,0,1,1,1,credit_card,54,2908.41,484.73,139.89,760.24,2,10,数码,运动,1,上海
sim_u_00007628,M,1995,L1,2019-04-23,0,0,1,1,0,debit_card,12,718.6,119.77,438.83,499.15,4,2,家居,服饰,3,其他
sim_u_00007629,F,1971,L5,2021-06-08,0,1,1,1,1,alipay_balance,106,5610.51,935.09,414.11,427.51,1,8,图书,服饰,1,浙江
sim_u_00007630,F,2002,L3,2021-09-16,0,0,1,1,1,credit_card,25,2771.99,462.0,319.7,796.79,0,10,家居,家电,4,浙江
sim_u_00007631,M,1998,L3,2022-01-26,0,0,1,1,1,alipay_balance,37,2610.05,435.01,157.29,119.18,2,10,服饰,家电,5,北京
sim_u_00007632,F,1980,L2,2018-12-08,0,0,1,1,0,alipay_balance,23,1798.8,299.8,429.69,98.1,5,4,服饰,食品,4,江苏
sim_u_00007633,F,2003,L1,2016-09-09,0,0,1,1,1,alipay_balance,6,371.5,61.92,398.23,579.41,2,11,家居,家电,1,广东
sim_u_00007634,F,2004,L3,2015-02-28,0,0,1,1,1,credit_card,29,2643.34,440.56,234.49,282.67,2,3,家居,服饰,2,浙江
sim_u_00007635,F,2003,L4,2020-05-30,1,1,1,1,1,alipay_balance,72,3601.88,600.31,64.68,585.88,4,2,数码,母婴,4,广东
sim_u_00007636,Unknown,1999,L3,2017-07-20,0,0,1,1,1,alipay_balance,37,2413.66,402.28,40.93,637.61,6,11,图书,家电,1,浙江
sim_u_00007637,F,1995,L2,2019-11-09,0,0,1,1,1,alipay_balance,30,1589.76,264.96,64.28,625.46,5,10,美妆,食品,2,江苏
sim_u_00007638,F,2004,L2,2016-11-16,0,0,1,1,1,credit_card,18,1492.86,248.81,41.57,257.5,3,3,数码,母婴,1,江苏
sim_u_00007639,F,1972,L4,2020-02-27,1,0,1,1,1,debit_card,61,2795.45,465.91,422.76,340.16,2,11,美妆,家电,5,广东
sim_u_00007640,Unknown,1995,L3,2017-08-29,0,0,1,1,1,alipay_balance,16,1626.92,271.15,382.09,385.16,6,6,家居,母婴,3,江苏
sim_u_00007641,M,1999,L2,2016-06-08,0,0,1,1,1,alipay_balance,14,1086.82,181.14,256.96,58.01,5,4,数码,服饰,4,其他
sim_u_00007642,Unknown,1988,L3,2015-03-30,0,0,1,1,0,alipay_balance,41,3167.48,527.91,316.6,342.24,1,11,美妆,母婴,3,上海
sim_u_00007643,M,1996,L3,2017-08-08,0,0,1,1,0,credit_card,26,1821.89,303.65,284.02,63.73,0,8,家居,母婴,2,浙江
sim_u_00007644,F,2001,L1,2015-04-02,0,0,1,1,1,credit_card,5,578.69,96.45,346.39,714.5,5,10,家居,运动,4,其他
sim_u_00007645,Unknown,1986,L3,2015-06-11,0,0,1,1,1,credit_card,50,3645.82,607.64,411.18,241.82,6,6,图书,家电,4,浙江
sim_u_00007646,F,2001,L2,2015-11-14,0,0,1,1,1,debit_card,13,1264.34,210.72,308.45,513.93,2,1,家居,家电,5,北京
sim_u_00007647,F,2005,L1,2018-03-31,0,0,1,1,1,alipay_balance,0,0.0,0.0,481.45,298.52,4,10,数码,母婴,3,上海
sim_u_00007648,M,2004,L4,2018-10-07,0,0,1,1,1,debit_card,68,6729.53,1121.59,404.67,724.13,4,9,家居,运动,3,其他
sim_u_00007649,Unknown,2001,L1,2017-09-03,0,0,1,1,1,alipay_balance,15,1002.34,167.06,52.55,228.75,2,10,美妆,运动,3,其他
sim_u_00007650,F,1994,L2,2021-01-12,0,0,1,1,0,credit_card,26,1923.87,320.64,50.92,507.35,3,7,图书,运动,4,北京
sim_u_00007651,F,1990,L1,2018-07-26,0,0,1,1,1,alipay_balance,18,1833.89,305.65,12.73,377.36,3,11,家居,运动,1,浙江
sim_u_00007652,M,2002,L5,2018-12-15,1,0,1,1,1,debit_card,101,9704.05,1617.34,365.16,271.17,5,6,家居,食品,5,上海
sim_u_00007653,Unknown,1999,L2,2018-09-28,0,0,1,1,1,debit_card,12,976.06,162.68,300.29,772.31,6,4,美妆,食品,1,浙江
sim_u_00007654,M,2001,L5,2022-08-14,0,0,1,1,1,credit_card,84,7560.21,1260.04,464.72,629.74,4,5,数码,家电,2,广东
sim_u_00007655,M,1985,L2,2021-03-24,0,0,1,1,1,alipay_balance,20,1727.01,287.83,300.95,49.84,2,2,美妆,运动,1,其他
sim_u_00007656,M,1984,L1,2021-01-15,0,0,1,1,1,debit_card,5,598.52,99.75,61.68,345.31,3,3,家居,运动,4,北京
sim_u_00007657,Unknown,2000,L1,2019-06-25,0,0,1,1,1,debit_card,5,597.57,99.6,33.7,23.18,3,6,家居,家电,2,其他
sim_u_00007658,M,1981,L3,2020-11-07,0,0,1,1,1,alipay_balance,16,831.33,138.56,249.81,652.04,5,5,家居,运动,3,北京
sim_u_00007659,Unknown,1971,L2,2017-06-14,0,0,1,1,1,alipay_balance,28,3296.42,549.4,448.89,233.57,5,2,图书,服饰,1,其他
sim_u_00007660,F,1979,L2,2015-03-27,0,0,1,1,1,credit_card,10,635.32,105.89,469.35,547.83,0,10,美妆,母婴,4,江苏
sim_u_00007661,Unknown,1971,L4,2016-02-05,0,0,1,1,1,alipay_balance,60,6543.88,1090.65,126.26,593.81,3,3,服饰,服饰,1,浙江
sim_u_00007662,M,1981,L1,2016-02-23,0,0,1,1,1,credit_card,0,0.0,0.0,264.28,488.14,2,10,美妆,服饰,3,江苏
sim_u_00007663,M,2005,L2,2018-06-15,0,1,1,1,1,alipay_balance,17,1972.12,328.69,98.73,541.62,4,12,图书,运动,3,江苏
sim_u_00007664,M,1990,L3,2022-11-25,0,0,1,1,1,debit_card,25,2534.15,422.36,53.91,200.94,5,9,家居,家电,3,广东
sim_u_00007665,M,1989,L1,2022-02-25,0,0,1,1,1,credit_card,12,1148.51,191.42,70.19,119.06,6,6,数码,服饰,2,上海
sim_u_00007666,F,1992,L3,2016-03-29,0,0,1,1,1,credit_card,27,1673.83,278.97,156.91,518.76,3,10,数码,食品,1,浙江
sim_u_00007667,F,1982,L2,2022-12-23,0,0,1,1,1,credit_card,25,2875.68,479.28,206.06,316.78,1,8,家居,服饰,1,广东
sim_u_00007668,F,2005,L5,2018-05-08,1,0,1,1,1,debit_card,96,4363.68,727.28,280.7,344.11,5,1,家居,服饰,3,北京
sim_u_00007669,Unknown,1979,L3,2016-08-01,0,0,1,1,1,debit_card,40,3675.05,612.51,421.1,42.44,6,1,数码,服饰,1,浙江
sim_u_00007670,M,1982,L3,2023-02-19,0,0,1,1,1,debit_card,35,3116.65,519.44,30.35,302.29,2,4,美妆,母婴,1,上海
sim_u_00007671,Unknown,1970,L1,2019-01-06,0,0,1,1,1,alipay_balance,12,1163.2,193.87,118.08,115.64,1,6,图书,运动,5,上海
sim_u_00007672,Unknown,1992,L3,2019-02-22,0,1,1,1,1,credit_card,29,3380.05,563.34,463.06,8.91,0,10,美妆,家电,2,上海
sim_u_00007673,Unknown,1984,L3,2024-03-30,0,0,1,1,1,alipay_balance,20,2018.13,336.36,302.57,633.54,5,4,数码,母婴,2,北京
sim_u_00007674,Unknown,1975,L1,2020-10-14,0,0,1,1,1,credit_card,5,574.21,95.7,477.68,622.17,2,6,家居,服饰,1,北京
sim_u_00007675,F,1992,L1,2020-11-30,0,0,1,1,1,debit_card,11,654.11,109.02,151.46,256.06,4,6,图书,食品,4,江苏
sim_u_00007676,M,1996,L5,2021-10-15,1,0,1,1,1,credit_card,105,8326.01,1387.67,254.96,760.33,1,11,数码,家电,1,上海
sim_u_00007677,F,1985,L1,2021-08-11,0,0,1,1,1,debit_card,1,65.07,10.84,403.83,111.43,5,3,数码,母婴,2,其他
sim_u_00007678,Unknown,1976,L2,2018-01-03,0,0,1,1,1,debit_card,15,888.06,148.01,452.02,269.74,3,12,数码,食品,3,北京
sim_u_00007679,Unknown,1974,L4,2020-10-23,1,1,1,1,1,debit_card,70,7676.47,1279.41,54.12,610.04,6,5,家居,食品,2,浙江
sim_u_00007680,F,1984,L1,2016-08-18,0,0,1,1,0,credit_card,0,0.0,0.0,134.37,214.85,2,11,美妆,母婴,2,浙江
sim_u_00007681,Unknown,2001,L3,2021-10-11,0,0,1,1,1,credit_card,26,2012.2,335.37,286.59,323.21,6,9,美妆,运动,2,浙江
sim_u_00007682,M,1991,L5,2023-12-23,0,0,1,1,1,alipay_balance,89,4588.75,764.79,472.52,326.37,2,1,数码,食品,4,其他
sim_u_00007683,M,1990,L1,2018-12-31,0,0,1,1,1,debit_card,2,210.74,35.12,47.31,675.73,2,5,家居,家电,2,浙江
sim_u_00007684,Unknown,1999,L2,2016-03-27,0,0,1,1,1,credit_card,22,1872.84,312.14,289.75,531.46,5,3,美妆,食品,1,江苏
sim_u_00007685,M,2005,L2,2023-06-19,0,0,1,1,1,credit_card,9,778.86,129.81,91.0,156.97,0,12,美妆,运动,2,广东
sim_u_00007686,M,1998,L1,2021-09-22,0,0,1,1,0,credit_card,21,1714.16,285.69,82.16,138.7,3,8,服饰,母婴,4,北京
sim_u_00007687,M,2005,L1,2024-06-04,0,0,1,1,1,alipay_balance,0,0.0,0.0,454.85,767.96,5,12,服饰,运动,3,广东
sim_u_00007688,F,1977,L2,2018-02-27,0,0,1,1,1,credit_card,0,0.0,0.0,42.11,788.44,0,6,图书,家电,4,北京
sim_u_00007689,Unknown,1989,L3,2015-05-28,0,0,1,1,1,alipay_balance,36,4118.39,686.4,286.47,535.47,5,6,服饰,食品,1,广东
sim_u_00007690,F,1998,L3,2022-07-28,0,0,1,1,1,debit_card,26,1511.41,251.9,51.29,166.52,1,12,服饰,食品,3,上海
sim_u_00007691,M,1970,L2,2019-04-11,0,0,1,1,1,credit_card,27,2660.08,443.35,224.95,644.93,3,11,图书,家电,3,上海
sim_u_00007692,Unknown,2003,L4,2018-08-07,0,0,1,1,1,alipay_balance,55,3114.9,519.15,389.75,638.1,4,7,数码,运动,2,广东
sim_u_00007693,M,2002,L1,2016-10-18,0,0,1,1,1,alipay_balance,11,672.43,112.07,366.75,424.57,0,11,家居,服饰,1,广东
sim_u_00007694,M,1975,L1,2016-07-22,0,0,1,1,1,debit_card,0,0.0,0.0,87.03,84.57,0,1,美妆,母婴,1,浙江
sim_u_00007695,F,2000,L4,2020-05-25,0,1,1,1,1,alipay_balance,48,4951.69,825.28,460.9,6.16,6,2,数码,食品,1,浙江
sim_u_00007696,Unknown,1984,L1,2017-07-06,0,0,1,1,1,alipay_balance,6,594.43,99.07,158.88,593.03,1,12,数码,运动,1,江苏
sim_u_00007697,Unknown,1996,L4,2017-06-05,1,0,1,1,1,credit_card,50,3058.62,509.77,144.24,343.13,4,5,数码,家电,3,广东
sim_u_00007698,M,1980,L1,2021-08-26,0,0,1,1,1,alipay_balance,0,0.0,0.0,104.73,677.05,1,9,服饰,母婴,5,浙江
sim_u_00007699,F,1970,L1,2016-04-23,0,0,1,1,1,credit_card,8,482.61,80.44,40.44,63.92,6,9,家居,母婴,2,广东
sim_u_00007700,Unknown,1988,L5,2020-01-15,1,0,1,1,1,alipay_balance,108,11421.77,1903.63,199.5,397.07,2,6,数码,家电,4,北京
sim_u_00007701,Unknown,1970,L3,2023-09-23,0,0,1,1,1,credit_card,33,2587.57,431.26,118.23,206.27,2,11,数码,家电,5,江苏
sim_u_00007702,Unknown,1982,L1,2023-11-19,0,0,1,1,0,debit_card,8,888.16,148.03,134.85,796.37,1,7,服饰,食品,3,浙江
